away_score,home_score,away_team,home_team,match_date,match_id,id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,relatedEventId,relatedPlayerId,cardType,goalMouthZ,goalMouthY,isShot,blockedX,blockedY,isGoal,team,player,event,outcome,period_value,period_name,qual_Zone,qual_PassEndX,qual_PassEndY,qual_Length,qual_Angle,qual_Longball,qual_Head,qual_HeadPass,qual_Foul,qual_OppositeRelatedEvent,qual_Offensive,qual_Defensive,qual_Cross,qual_FreekickTaken,qual_Chipped,qual_ThrowIn,qual_MissHigh,qual_GoalKick,qual_LayOff,qual_StandingSave,qual_RelatedEventId,qual_Yellow,qual_PlayerCaughtOffside,qual_IndirectFreekickTaken,qual_LeadingToAttempt,qual_ShotAssist,qual_KeyPass,qual_OutOfBoxCentre,qual_RightFoot,qual_RegularPlay,qual_Assisted,qual_GoalMouthY,qual_GoalMouthZ,qual_IndividualPlay,qual_MissRight,qual_MissLeft,qual_CornerTaken,qual_KeeperThrow,qual_OverRun,qual_Throughball,qual_IntentionalAssist,qual_BigChanceCreated,qual_BoxLeft,qual_LeftFoot,qual_BigChance,qual_FirstTouch,qual_AerialFoul,qual_BoxCentre,qual_LowCentre,qual_Blocked,qual_BlockedX,qual_BlockedY,qual_OutfielderBlock,qual_IntentionalGoalAssist,qual_HighCentre,qual_Volley,qual_LowRight,qual_Collected,qual_Hands,qual_KeeperSaveObox,qual_FromCorner,qual_BoxRight,qual_PlayerPosition,qual_JerseyNumber,qual_FormationSlot,qual_InvolvedPlayers,qual_TeamFormation,qual_TeamPlayerFormation,qual_CaptainPlayerId,qual_BlockedCross,qual_OtherBodyPart,qual_ParriedDanger,qual_KeeperSaveInTheBox,qual_LeadingToGoal,qual_SmallBoxCentre,qual_HighLeft,qual_LastMan,qual_HighClaim,qual_HighRight,qual_FromShotOffTarget,qual_LowLeft,qual_ThrowinSetPiece
3,1,Colombia,Uzbekistan,2026-06-18,1953897,2944893781.0,570,54,56.0,408,58.7,95.3,60,"{'value': 2, 'displayName': 'SecondHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '46.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '87.5'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '14.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.53'}]","[91, 117, 30, 35, 38, 216, 218]",True,377168.0,46.3,87.5,,,,,,,,,,Colombia,Luis Díaz,Pass,Successful,2,SecondHalf,Back,46.3,87.5,14.1,3.53,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,1,Colombia,Uzbekistan,2026-06-18,1953897,2944893783.0,571,54,58.0,408,46.3,87.5,60,"{'value': 2, 'displayName': 'SecondHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '46.0'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '73.3'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '9.7'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.68'}]","[91, 117, 30, 35, 38, 216, 218]",True,135098.0,46.0,73.3,,,,,,,,,,Colombia,Johan Mojica,Pass,Successful,2,SecondHalf,Back,46.0,73.3,9.7,4.68,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,1,Colombia,Uzbekistan,2026-06-18,1953897,2944893785.0,572,55,3.0,408,53.1,71.2,61,"{'value': 2, 'displayName': 'SecondHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '50.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '88.1'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '11.9'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.82'}]","[91, 119, 117, 30, 35, 37, 216, 218]",True,71182.0,50.3,88.1,,,,,,,,,,Colombia,James Rodríguez,Pass,Successful,2,SecondHalf,Left,50.3,88.1,11.9,1.82,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,1,Colombia,Uzbekistan,2026-06-18,1953897,2944893799.0,573,55,5.0,408,50.3,88.1,61,"{'value': 2, 'displayName': 'SecondHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '38.9'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '61.7'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '21.6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.12'}]","[91, 117, 30, 35, 38, 216, 218]",True,135098.0,38.9,61.7,,,,,,,,,,Colombia,Johan Mojica,Pass,Successful,2,SecondHalf,Back,38.9,61.7,21.6,4.12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,1,Colombia,Uzbekistan,2026-06-18,1953897,2944893805.0,574,55,9.0,408,37.7,58.2,61,"{'value': 2, 'displayName': 'SecondHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '39.4'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '35.5'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '15.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.83'}]","[91, 117, 30, 36, 38, 216, 218]",True,363653.0,39.4,35.5,,,,,,,,,,Colombia,Jhon Lucumí,Pass,Successful,2,SecondHalf,Back,39.4,35.5,15.5,4.83,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,1,Colombia,Uzbekistan,2026-06-18,1953897,2944893813.0,576,55,10.0,408,38.2,35.8,61,"{'value': 2, 'displayName': 'SecondHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '44.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '43.3'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '8.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.67'}]","[91, 117, 30, 36, 37, 216, 218]",True,322655.0,44.3,43.3,,,,,,,,,,Colombia,Davinson Sánchez,Pass,Successful,2,SecondHalf,Back,44.3,43.3,8.2,0.67,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,1,Colombia,Uzbekistan,2026-06-18,1953897,2944893817.0,577,55,12.0,408,44.8,43.0,61,"{'value': 2, 'displayName': 'SecondHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 0, 'displayName': 'Unsuccessful'}","[{'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '90.1'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '3.7'}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '54.6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.77'}]","[91, 120, 124, 128, 36, 38, 217, 218]",True,133464.0,90.1,3.7,,,,,,,,,,Colombia,Jefferson Lerma,Pass,Unsuccessful,2,SecondHalf,Right,90.1,3.7,54.6,5.77,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,1,Colombia,Uzbekistan,2026-06-18,1953897,2944893823.0,578,55,17.0,408,86.1,3.5,61,"{'value': 2, 'displayName': 'SecondHalf'}","{'value': 74, 'displayName': 'BlockedPass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '394'}, {'type': {'value': 285, 'displayName': 'Defensive'}}]","[91, 60]",True,472904.0,,,,,,,,,,,,Colombia,Gustavo Puerta,BlockedPass,Successful,2,SecondHalf,Right,False,False,False,False,False,False,False,False,394,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,1,Colombia,Uzbekistan,2026-06-18,1953897,2944893829.0,394,55,17.0,1563,13.5,92.5,61,"{'value': 2, 'displayName': 'SecondHalf'}","{'value': 12, 'displayName': 'Clearance'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '14.7'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '93.7'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '1.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.57'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '578'}]","[91, 94, 95, 215]",True,280961.0,14.7,93.7,,,,,,,,,,Uzbekistan,Rustam Ashurmatov,Clearance,Successful,2,SecondHalf,Back,14.7,93.7,1.5,0.57,False,False,False,False,578,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,1,Colombia,Uzbekistan,2026-06-18,1953897,2944893831.0,395,55,19.0,1563,14.1,93.6,61,"{'value': 2, 'displayName': 'SecondHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 0, 'displayName': 'Unsuccessful'}","[{'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '36.1'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '81.7'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '24.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.95'}]","[91, 118, 120, 128, 36, 38, 216, 218]",True,280961.0,36.1,81.7,,,,,,,,,,Uzbekistan,Rustam Ashurmatov,Pass,Unsuccessful,2,SecondHalf,Back,36.1,81.7,24.5,5.95,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
