away_score,home_score,away_team,home_team,match_date,match_id,id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,relatedEventId,relatedPlayerId,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,isGoal,cardType,team,player,event,outcome,period_value,period_name,qual_Zone,qual_PassEndX,qual_PassEndY,qual_Length,qual_Angle,qual_Longball,qual_GoalKick,qual_LayOff,qual_ThrowIn,qual_OppositeRelatedEvent,qual_Offensive,qual_Defensive,qual_Foul,qual_FreekickTaken,qual_PlayerCaughtOffside,qual_IndirectFreekickTaken,qual_Chipped,qual_Cross,qual_LeftFoot,qual_Head,qual_HeadPass,qual_StandingSave,qual_KeeperThrow,qual_OverRun,qual_RightFoot,qual_IntentionalAssist,qual_ShotAssist,qual_KeyPass,qual_BoxCentre,qual_SetPiece,qual_Assisted,qual_RelatedEventId,qual_LowCentre,qual_Blocked,qual_GoalMouthY,qual_GoalMouthZ,qual_BlockedX,qual_BlockedY,qual_FirstTouch,qual_OutfielderBlock,qual_Throughball,qual_RegularPlay,qual_LowLeft,qual_Volley,qual_MissHigh,qual_FastBreak,qual_BoxRight,qual_LeadingToAttempt,qual_OutOfBoxCentre,qual_IndividualPlay,qual_ParriedDanger,qual_DivingSave,qual_Hands,qual_KeeperSaveInTheBox,qual_HighCentre,qual_BigChance,qual_DirectFreekick,qual_KeeperSaveObox,qual_MissRight,qual_MissLeft,qual_CornerTaken,qual_BigChanceCreated,qual_IntentionalGoalAssist,qual_LastMan,qual_Yellow,qual_HighLeft,qual_FromCorner,qual_HighRight,qual_BoxLeft,qual_PlayerPosition,qual_JerseyNumber,qual_FormationSlot,qual_InvolvedPlayers,qual_TeamFormation,qual_TeamPlayerFormation,qual_CaptainPlayerId,qual_ParriedSafe,qual_Collected,qual_SmallBoxRight,qual_LowRight,qual_Feet,qual_KeeperSaveInSixYard,qual_ThirtyFivePlusCentre,qual_LeadingToGoal,qual_SmallBoxCentre,qual_AerialFoul
1,2,Belgium,Spain,2026-07-10,1998994,2946703739.0,716,64,41.0,338,61.0,67.4,70,"{'value': 2, 'displayName': 'SecondHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '71.4'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '72.6'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '11.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.31'}]","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,402197.0,71.4,72.6,,,,,,,,,,Spain,Pedri,Pass,Successful,2,SecondHalf,Center,71.4,72.6,11.5,0.31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,2,Belgium,Spain,2026-07-10,1998994,2946703745.0,717,64,44.0,338,72.6,78.2,70,"{'value': 2, 'displayName': 'SecondHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '82.5'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '90.3'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '13.3'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.67'}]","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,298839.0,82.5,90.3,,,,,,,,,,Spain,Mikel Oyarzabal,Pass,Successful,2,SecondHalf,Left,82.5,90.3,13.3,0.67,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,2,Belgium,Spain,2026-07-10,1998994,2946703751.0,718,64,47.0,338,83.1,90.9,70,"{'value': 2, 'displayName': 'SecondHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '72.6'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '72.6'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '16.6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.99'}]","[91, 119, 117, 30, 205, 35, 38, 217, 218]",True,363496.0,72.6,72.6,,,,,,,,,,Spain,Marc Cucurella,Pass,Successful,2,SecondHalf,Center,72.6,72.6,16.6,3.99,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,2,Belgium,Spain,2026-07-10,1998994,2946703757.0,719,64,50.0,338,71.1,69.3,70,"{'value': 2, 'displayName': 'SecondHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '74.6'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '47.4'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '15.3'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.95'}]","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,402197.0,74.6,47.4,,,,,,,,,,Spain,Pedri,Pass,Successful,2,SecondHalf,Center,74.6,47.4,15.3,4.95,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,2,Belgium,Spain,2026-07-10,1998994,2946703763.0,720,64,51.0,338,74.9,46.7,70,"{'value': 2, 'displayName': 'SecondHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '80.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '47.6'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '5.7'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.11'}]","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,261212.0,80.3,47.6,,,,,,,,,,Spain,Dani Olmo,Pass,Successful,2,SecondHalf,Center,80.3,47.6,5.7,0.11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,2,Belgium,Spain,2026-07-10,1998994,2946703765.0,721,64,54.0,338,78.6,37.4,70,"{'value': 2, 'displayName': 'SecondHalf'}","{'value': 50, 'displayName': 'Dispossessed'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '489'}, {'type': {'value': 286, 'displayName': 'Offensive'}}]","[91, 70]",True,349760.0,,,,,,,,,,,,Spain,Ferran Torres,Dispossessed,Successful,2,SecondHalf,Center,False,False,False,False,False,False,False,False,489,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,2,Belgium,Spain,2026-07-10,1998994,2946703767.0,489,64,54.0,339,21.4,62.6,70,"{'value': 2, 'displayName': 'SecondHalf'}","{'value': 7, 'displayName': 'Tackle'}","{'value': 0, 'displayName': 'Unsuccessful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '721'}, {'type': {'value': 285, 'displayName': 'Defensive'}}]","[91, 142]",True,414495.0,,,,,,,,,,,,Belgium,Nathan Ngoy,Tackle,Unsuccessful,2,SecondHalf,Back,False,False,False,False,False,False,False,False,721,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,2,Belgium,Spain,2026-07-10,1998994,2946703781.0,722,64,56.0,338,81.7,27.4,70,"{'value': 2, 'displayName': 'SecondHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '91.8'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '27.3'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '10.6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.28'}]","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,349760.0,91.8,27.3,,,,,,,,,,Spain,Ferran Torres,Pass,Successful,2,SecondHalf,Center,91.8,27.3,10.6,6.28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,2,Belgium,Spain,2026-07-10,1998994,2946703775.0,490,64,57.0,339,7.6,73.0,70,"{'value': 2, 'displayName': 'SecondHalf'}","{'value': 7, 'displayName': 'Tackle'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '723'}, {'type': {'value': 285, 'displayName': 'Defensive'}}]","[91, 143]",True,414495.0,,,,,,,,,,,,Belgium,Nathan Ngoy,Tackle,Successful,2,SecondHalf,Back,False,False,False,False,False,False,False,False,723,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,2,Belgium,Spain,2026-07-10,1998994,2946703785.0,723,64,57.0,338,92.4,27.0,70,"{'value': 2, 'displayName': 'SecondHalf'}","{'value': 3, 'displayName': 'TakeOn'}","{'value': 0, 'displayName': 'Unsuccessful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '490'}, {'type': {'value': 286, 'displayName': 'Offensive'}}]","[91, 53]",True,480249.0,,,,,,,,,,,,Spain,Lamine Yamal,TakeOn,Unsuccessful,2,SecondHalf,Center,False,False,False,False,False,False,False,False,490,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
