away_score,home_score,away_team,home_team,match_date,match_id,id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,cardType,blockedX,blockedY,isGoal,team,player,event,outcome,period_value,period_name,qual_Zone,qual_PassEndX,qual_PassEndY,qual_Length,qual_Angle,qual_OppositeRelatedEvent,qual_Offensive,qual_Defensive,qual_Longball,qual_ThrowIn,qual_Head,qual_MissLeft,qual_CornerTaken,qual_Foul,qual_Cross,qual_FreekickTaken,qual_LeftFoot,qual_Chipped,qual_HeadPass,qual_BoxCentre,qual_RightFoot,qual_SetPiece,qual_MissHigh,qual_GoalMouthY,qual_GoalMouthZ,qual_FirstTouch,qual_GoalKick,qual_StandingSave,qual_IntentionalAssist,qual_ShotAssist,qual_KeyPass,qual_Assisted,qual_RelatedEventId,qual_LayOff,qual_Yellow,qual_LowCentre,qual_BlockedX,qual_BlockedY,qual_Collected,qual_Hands,qual_KeeperSaveInTheBox,qual_KeeperThrow,qual_MissRight,qual_RegularPlay,qual_BigChance,qual_DivingSave,qual_OverRun,qual_BigChanceCreated,qual_IntentionalGoalAssist,qual_SmallBoxCentre,qual_FromCorner,qual_LeadingToAttempt,qual_BoxRight,qual_Blocked,qual_OutfielderBlock,qual_OutOfBoxCentre,qual_LowLeft,qual_LastMan,qual_SmallBoxRight,qual_Volley,qual_IndividualPlay,qual_BlockedCross,qual_ThrowinSetPiece,qual_Throughball,qual_HighRight,qual_KeeperSaveObox,qual_PlayerCaughtOffside,qual_IndirectFreekickTaken,qual_HighClaim,qual_BoxLeft,qual_SixYardBlock,qual_SavedOffline,qual_OneOnOne,qual_PlayerPosition,qual_JerseyNumber,qual_FormationSlot,qual_InvolvedPlayers,qual_TeamFormation,qual_TeamPlayerFormation,qual_CaptainPlayerId,qual_LowRight,qual_FastBreak
1,1,Bosnia and Herzegovina,Canada,2026-06-12,1976989,2944378419.0,147,15,33.0,1160,31.7,35.5,15,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '36.0'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '31.9'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '5.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.79'}]","[91, 117, 30, 36, 38, 216, 218]",True,137263.0,36.0,31.9,,,,,,,,,,Canada,Maxime Crépeau,Pass,Successful,1,FirstHalf,Back,36.0,31.9,5.1,5.79,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,Bosnia and Herzegovina,Canada,2026-06-12,1976989,2944378439.0,149,15,36.0,1160,40.6,28.6,15,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '56.7'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '6.7'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '22.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.56'}]","[91, 119, 117, 30, 36, 38, 216, 218]",True,492688.0,56.7,6.7,,,,,,,,,,Canada,Luc De Fougerolles,Pass,Successful,1,FirstHalf,Right,56.7,6.7,22.5,5.56,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,Bosnia and Herzegovina,Canada,2026-06-12,1976989,2944378455.0,150,15,39.0,1160,57.4,6.0,15,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '53.4'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '15.7'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '7.8'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.14'}]","[91, 119, 117, 30, 35, 37, 216, 218]",True,397859.0,53.4,15.7,,,,,,,,,,Canada,Alistair Johnston,Pass,Successful,1,FirstHalf,Right,53.4,15.7,7.8,2.14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,Bosnia and Herzegovina,Canada,2026-06-12,1976989,2944378461.0,151,15,43.0,1160,58.1,24.3,15,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '57.5'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '36.6'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '8.4'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.65'}]","[91, 119, 117, 30, 35, 37, 216, 218]",True,351744.0,57.5,36.6,,,,,,,,,,Canada,Stephen Eustaquio,Pass,Successful,1,FirstHalf,Center,57.5,36.6,8.4,1.65,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,Bosnia and Herzegovina,Canada,2026-06-12,1976989,2944378471.0,152,15,44.0,1160,58.7,38.1,15,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '65.7'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '63.7'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '18.9'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.17'}]","[91, 119, 117, 30, 36, 37, 216, 218]",True,422851.0,65.7,63.7,,,,,,,,,,Canada,Ismaël Koné,Pass,Successful,1,FirstHalf,Center,65.7,63.7,18.9,1.17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,Bosnia and Herzegovina,Canada,2026-06-12,1976989,2944378491.0,153,15,47.0,1160,65.7,68.5,15,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '82.5'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '97.8'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '26.6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.85'}]","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,313012.0,82.5,97.8,,,,,,,,,,Canada,Richie Laryea,Pass,Successful,1,FirstHalf,Left,82.5,97.8,26.6,0.85,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,Bosnia and Herzegovina,Canada,2026-06-12,1976989,2944378505.0,154,15,53.0,1160,90.0,86.5,15,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '78.4'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '75.3'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '14.4'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.70'}]","[91, 119, 117, 30, 205, 35, 38, 217, 218]",True,391821.0,78.4,75.3,,,,,,,,,,Canada,Liam Millar,Pass,Successful,1,FirstHalf,Center,78.4,75.3,14.4,3.70,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,Bosnia and Herzegovina,Canada,2026-06-12,1976989,2944378507.0,155,15,56.0,1160,75.5,68.5,15,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '71.7'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '62.4'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '5.8'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.95'}]","[91, 119, 117, 30, 205, 35, 38, 217, 218]",True,313012.0,71.7,62.4,,,,,,,,,,Canada,Richie Laryea,Pass,Successful,1,FirstHalf,Center,71.7,62.4,5.8,3.95,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,Bosnia and Herzegovina,Canada,2026-06-12,1976989,2944378509.0,156,15,57.0,1160,72.3,62.5,15,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '84.9'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '90.0'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '22.9'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.96'}]","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,422851.0,84.9,90.0,,,,,,,,,,Canada,Ismaël Koné,Pass,Successful,1,FirstHalf,Left,84.9,90.0,22.9,0.96,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,Bosnia and Herzegovina,Canada,2026-06-12,1976989,2944378515.0,157,16,2.0,1160,95.9,82.9,16,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 0, 'displayName': 'Unsuccessful'}","[{'type': {'value': 2, 'displayName': 'Cross'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 72, 'displayName': 'LeftFoot'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '94.6'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '42.6'}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '27.4'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.66'}]","[91, 138, 124, 126, 35, 38, 217, 218]",True,391821.0,94.6,42.6,,,,,,,,,,Canada,Liam Millar,Pass,Unsuccessful,1,FirstHalf,Center,94.6,42.6,27.4,4.66,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
