away_score,home_score,away_team,home_team,match_date,match_id,id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,cardType,isGoal,blockedX,blockedY,team,player,event,outcome,period_value,period_name,qual_Zone,qual_PassEndX,qual_PassEndY,qual_Length,qual_Angle,qual_Longball,qual_Chipped,qual_HeadPass,qual_LayOff,qual_OppositeRelatedEvent,qual_Defensive,qual_Offensive,qual_ThrowIn,qual_Foul,qual_FreekickTaken,qual_GoalKick,qual_StandingSave,qual_OutOfBoxCentre,qual_LeftFoot,qual_MissHigh,qual_GoalMouthY,qual_GoalMouthZ,qual_Volley,qual_ThrowinSetPiece,qual_IndividualPlay,qual_Cross,qual_BlockedCross,qual_Head,qual_ShotAssist,qual_KeyPass,qual_RightFoot,qual_Assisted,qual_RelatedEventId,qual_Yellow,qual_OverRun,qual_KeeperThrow,qual_PlayerCaughtOffside,qual_IndirectFreekickTaken,qual_Throughball,qual_RegularPlay,qual_IntentionalAssist,qual_BigChanceCreated,qual_IntentionalGoalAssist,qual_LeadingToGoal,qual_BoxCentre,qual_LowRight,qual_OneOnOne,qual_BigChance,qual_BoxRight,qual_MissLeft,qual_DeepBoxLeft,qual_MissRight,qual_CornerTaken,qual_FromCorner,qual_FirstTouch,qual_BoxLeft,qual_LeadingToAttempt,qual_LowLeft,qual_Blocked,qual_BlockedX,qual_BlockedY,qual_OutfielderBlock,qual_LowCentre,qual_Collected,qual_Hands,qual_KeeperSaveInTheBox,qual_HighRight,qual_PlayerPosition,qual_JerseyNumber,qual_FormationSlot,qual_ThirtyFivePlusCentre,qual_KeeperSaveObox,qual_InvolvedPlayers,qual_TeamFormation,qual_TeamPlayerFormation,qual_CaptainPlayerId,qual_HighLeft
3,3,Austria,Algeria,2026-06-28,1953896,2945664461.0,278,33,32.0,324,72.7,86.2,33,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 7, 'displayName': 'Tackle'}","{'value': 0, 'displayName': 'Unsuccessful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '340'}, {'type': {'value': 286, 'displayName': 'Offensive'}}]","[91, 142]",True,92051.0,,,,,,,,,,,,Austria,Marcel Sabitzer,Tackle,Unsuccessful,1,FirstHalf,Left,False,False,False,False,False,False,False,False,340,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,3,Austria,Algeria,2026-06-28,1953896,2945664745.0,340,33,32.0,966,27.3,13.8,33,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 50, 'displayName': 'Dispossessed'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '278'}, {'type': {'value': 285, 'displayName': 'Defensive'}}]","[91, 70]",True,486753.0,,,,,,,,,,,,Algeria,Rafik Belghali,Dispossessed,Successful,1,FirstHalf,Back,False,False,False,False,False,False,False,False,278,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,3,Austria,Algeria,2026-06-28,1953896,2945664463.0,304,33,33.0,966,26.6,16.0,33,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 61, 'displayName': 'BallTouch'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]",[91],True,486753.0,,,,,,,,,,,,Algeria,Rafik Belghali,BallTouch,Successful,1,FirstHalf,Back,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,3,Austria,Algeria,2026-06-28,1953896,2945664469.0,305,33,36.0,966,47.2,18.6,33,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 49, 'displayName': 'BallRecovery'}","{'value': 1, 'displayName': 'Successful'}",[],[93],False,104749.0,,,,,,,,,,,,Algeria,Riyad Mahrez,BallRecovery,Successful,1,FirstHalf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,3,Austria,Algeria,2026-06-28,1953896,2945664471.0,306,33,38.0,966,56.5,30.9,33,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 61, 'displayName': 'BallTouch'}","{'value': 0, 'displayName': 'Unsuccessful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]","[91, 69]",True,104749.0,,,,,,,,,,,,Algeria,Riyad Mahrez,BallTouch,Unsuccessful,1,FirstHalf,Center,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,3,Austria,Algeria,2026-06-28,1953896,2945664473.0,279,33,39.0,324,46.1,73.2,33,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 49, 'displayName': 'BallRecovery'}","{'value': 1, 'displayName': 'Successful'}",[],[93],False,262856.0,,,,,,,,,,,,Austria,Xaver Schlager,BallRecovery,Successful,1,FirstHalf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,3,Austria,Algeria,2026-06-28,1953896,2945664477.0,280,33,41.0,324,49.1,72.6,33,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 50, 'displayName': 'Dispossessed'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '307'}, {'type': {'value': 286, 'displayName': 'Offensive'}}]","[91, 70]",True,262856.0,,,,,,,,,,,,Austria,Xaver Schlager,Dispossessed,Successful,1,FirstHalf,Back,False,False,False,False,False,False,False,False,307,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,3,Austria,Algeria,2026-06-28,1953896,2945664481.0,307,33,41.0,966,50.9,27.4,33,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 7, 'displayName': 'Tackle'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '280'}, {'type': {'value': 285, 'displayName': 'Defensive'}}]","[91, 143]",True,104749.0,,,,,,,,,,,,Algeria,Riyad Mahrez,Tackle,Successful,1,FirstHalf,Center,False,False,False,False,False,False,False,False,280,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,3,Austria,Algeria,2026-06-28,1953896,2945664483.0,308,33,42.0,966,46.7,24.4,33,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 61, 'displayName': 'BallTouch'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]",[91],True,486753.0,,,,,,,,,,,,Algeria,Rafik Belghali,BallTouch,Successful,1,FirstHalf,Back,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,3,Austria,Algeria,2026-06-28,1953896,2945664487.0,309,33,44.0,966,45.9,48.9,33,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 49, 'displayName': 'BallRecovery'}","{'value': 1, 'displayName': 'Successful'}",[],[93],False,137521.0,,,,,,,,,,,,Algeria,Nabil Bentaleb,BallRecovery,Successful,1,FirstHalf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,3,Austria,Algeria,2026-06-28,1953896,2945664489.0,310,33,44.0,966,45.9,48.9,33,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '43.1'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '37.2'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '8.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.36'}]","[91, 117, 30, 35, 38, 216, 218]",True,137521.0,43.1,37.2,,,,,,,,,,Algeria,Nabil Bentaleb,Pass,Successful,1,FirstHalf,Back,43.1,37.2,8.5,4.36,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,3,Austria,Algeria,2026-06-28,1953896,2945664501.0,311,33,44.0,966,43.1,37.2,33,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '45.1'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '70.2'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '22.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.48'}]","[91, 117, 30, 36, 37, 216, 218]",True,444725.0,45.1,70.2,,,,,,,,,,Algeria,Farès Chaïbi,Pass,Successful,1,FirstHalf,Back,45.1,70.2,22.5,1.48,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,3,Austria,Algeria,2026-06-28,1953896,2945664507.0,312,33,48.0,966,56.9,79.6,33,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '67.2'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '87.9'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '12.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.48'}]","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,438657.0,67.2,87.9,,,,,,,,,,Algeria,Jaouen Hadjam,Pass,Successful,1,FirstHalf,Left,67.2,87.9,12.2,0.48,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,3,Austria,Algeria,2026-06-28,1953896,2945664513.0,313,33,53.0,966,72.4,83.4,33,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '65.0'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '71.7'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '11.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.94'}]","[91, 119, 117, 30, 35, 38, 216, 218]",True,322096.0,65.0,71.7,,,,,,,,,,Algeria,Houssem Aouar,Pass,Successful,1,FirstHalf,Center,65.0,71.7,11.1,3.94,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
