away_score,home_score,away_team,home_team,match_date,match_id,id,eventId,minute,teamId,playerId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,second,endX,endY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,isGoal,cardType,blockedX,blockedY,team,player,event,outcome,period_value,period_name,qual_Zone,qual_PassEndX,qual_PassEndY,qual_Length,qual_Angle,qual_Longball,qual_OppositeRelatedEvent,qual_Offensive,qual_Defensive,qual_Chipped,qual_PlayerCaughtOffside,qual_GoalDisallowed,qual_FreekickTaken,qual_IndirectFreekickTaken,qual_ThrowIn,qual_HeadPass,qual_LeadingToAttempt,qual_OutOfBoxCentre,qual_RightFoot,qual_RegularPlay,qual_MissRight,qual_GoalMouthY,qual_GoalMouthZ,qual_IndividualPlay,qual_MissHigh,qual_GoalKick,qual_Foul,qual_Head,qual_Cross,qual_LeftFoot,qual_StandingSave,qual_KeeperThrow,qual_IntentionalAssist,qual_ShotAssist,qual_IntentionalGoalAssist,qual_KeyPass,qual_Assisted,qual_RelatedEventId,qual_BoxLeft,qual_HighRight,qual_Volley,qual_FirstTouch,qual_Throughball,qual_MissLeft,qual_CornerTaken,qual_LayOff,qual_Yellow,qual_OverRun,qual_BoxCentre,qual_ThrowinSetPiece,qual_ParriedSafe,qual_DivingSave,qual_Hands,qual_BlockedCross,qual_DirectFreekick,qual_OutOfBoxDeepLeft,qual_HighCentre,qual_Blocked,qual_SixYardBlock,qual_BlockedX,qual_BlockedY,qual_OutfielderBlock,qual_HighClaim,qual_SetPiece,qual_PlayerPosition,qual_JerseyNumber,qual_FormationSlot,qual_ParriedDanger,qual_KeeperSaveObox,qual_InvolvedPlayers,qual_TeamFormation,qual_TeamPlayerFormation,qual_CaptainPlayerId,qual_BigChanceCreated,qual_BigChance,qual_Penalty,qual_KeeperMissed,qual_LowRight,qual_SmallBoxLeft,qual_SmallBoxCentre,qual_HighLeft,qual_BoxRight
1,3,Uzbekistan,DR Congo,2026-06-28,1976993,2945640337.0,3,0,960,342571.0,36.0,50.1,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 0, 'displayName': 'Unsuccessful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '37.1'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '54.0'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '2.9'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.16'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '5'}, {'type': {'value': 286, 'displayName': 'Offensive'}}]","[91, 118, 120, 29, 36, 37, 216, 218]",True,8.0,37.1,54.0,,,,,,,,,,DR Congo,Samuel Moutoussamy,Pass,Unsuccessful,1,FirstHalf,Back,37.1,54.0,2.9,1.16,False,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,3,Uzbekistan,DR Congo,2026-06-28,1976993,2945640343.0,5,0,1563,455410.0,62.9,46.0,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 74, 'displayName': 'BlockedPass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '3'}, {'type': {'value': 285, 'displayName': 'Defensive'}}]","[91, 60]",True,8.0,,,,,,,,,,,,Uzbekistan,Khojiakbar Alijonov,BlockedPass,Successful,1,FirstHalf,Center,False,False,False,False,False,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,3,Uzbekistan,DR Congo,2026-06-28,1976993,2945640351.0,6,0,1563,274624.0,57.4,68.8,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '47.1'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '81.1'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '13.7'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.48'}]","[91, 117, 30, 35, 37, 216, 218]",True,12.0,47.1,81.1,,,,,,,,,,Uzbekistan,Otabek Shukurov,Pass,Successful,1,FirstHalf,Back,47.1,81.1,13.7,2.48,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,3,Uzbekistan,DR Congo,2026-06-28,1976993,2945640357.0,7,0,1563,531734.0,47.1,81.1,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '60.7'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '95.1'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '17.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.59'}]","[91, 119, 117, 30, 36, 37, 216, 218]",True,13.0,60.7,95.1,,,,,,,,,,Uzbekistan,Jakhongir Urozov,Pass,Successful,1,FirstHalf,Left,60.7,95.1,17.2,0.59,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,3,Uzbekistan,DR Congo,2026-06-28,1976993,2945640363.0,8,0,1563,457149.0,61.7,95.4,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '89.0'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '70.8'}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '33.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.75'}]","[91, 119, 117, 124, 127, 205, 36, 38, 217, 218]",True,17.0,89.0,70.8,,,,,,,,,,Uzbekistan,Sherzod Nasrullaev,Pass,Successful,1,FirstHalf,Center,89.0,70.8,33.2,5.75,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,3,Uzbekistan,DR Congo,2026-06-28,1976993,2945640371.0,9,0,1563,262707.0,87.2,68.5,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 2, 'displayName': 'OffsidePass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 7, 'displayName': 'PlayerCaughtOffside'}, 'value': '262702'}, {'type': {'value': 8, 'displayName': 'GoalDisallowed'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '89.6'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '54.0'}]","[91, 217]",True,19.0,89.6,54.0,,,,,,,,,,Uzbekistan,Eldor Shomurodov,OffsidePass,Successful,1,FirstHalf,Center,89.6,54.0,False,False,False,False,False,False,False,262702,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,3,Uzbekistan,DR Congo,2026-06-28,1976993,2945640379.0,6,0,960,299271.0,11.7,41.3,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 55, 'displayName': 'OffsideProvoked'}","{'value': 1, 'displayName': 'Successful'}",[],[62],False,19.0,,,,,,,,,,,,DR Congo,Axel Tuanzebe,OffsideProvoked,Successful,1,FirstHalf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,3,Uzbekistan,DR Congo,2026-06-28,1976993,2945640445.0,7,0,960,461465.0,10.4,46.1,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 5, 'displayName': 'FreekickTaken'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '14.8'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '71.3'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '17.7'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.31'}, {'type': {'value': 241, 'displayName': 'IndirectFreekickTaken'}}]","[91, 117, 30, 132, 36, 37, 215, 218]",True,55.0,14.8,71.3,,,,,,,,,,DR Congo,Lionel Mpasi,Pass,Successful,1,FirstHalf,Back,14.8,71.3,17.7,1.31,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,3,Uzbekistan,DR Congo,2026-06-28,1976993,2945640455.0,8,0,960,299271.0,17.1,73.3,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '22.9'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '94.1'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '15.4'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.16'}]","[91, 117, 30, 36, 37, 215, 218]",True,58.0,22.9,94.1,,,,,,,,,,DR Congo,Axel Tuanzebe,Pass,Successful,1,FirstHalf,Back,22.9,94.1,15.4,1.16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,3,Uzbekistan,DR Congo,2026-06-28,1976993,2945651371.0,11009,0,1563,262702.0,89.6,54.0,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 10000, 'displayName': 'OffsideGiven'}","{'value': 0, 'displayName': 'Unsuccessful'}",[],[61],False,,,,,,,,,,,,,Uzbekistan,Dostonbek Khamdamov,OffsideGiven,Unsuccessful,1,FirstHalf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
