away_score,home_score,away_team,home_team,match_date,match_id,id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,relatedEventId,relatedPlayerId,goalMouthZ,goalMouthY,isShot,blockedX,blockedY,isGoal,cardType,team,player,event,outcome,period_value,period_name,qual_Zone,qual_PassEndX,qual_PassEndY,qual_Length,qual_Angle,qual_Longball,qual_OppositeRelatedEvent,qual_Defensive,qual_Offensive,qual_Head,qual_Foul,qual_Cross,qual_FreekickTaken,qual_RightFoot,qual_IntentionalAssist,qual_Chipped,qual_ShotAssist,qual_BigChanceCreated,qual_KeyPass,qual_BoxCentre,qual_SetPiece,qual_Assisted,qual_RelatedEventId,qual_MissRight,qual_GoalMouthY,qual_GoalMouthZ,qual_BigChance,qual_GoalKick,qual_LeftFoot,qual_LayOff,qual_LeadingToAttempt,qual_RegularPlay,qual_BoxLeft,qual_ThrowIn,qual_StandingSave,qual_HeadPass,qual_MissLeft,qual_CornerTaken,qual_AerialFoul,qual_KeeperThrow,qual_OutOfBoxCentre,qual_HighRight,qual_BlockedX,qual_BlockedY,qual_IndividualPlay,qual_ParriedSafe,qual_Hands,qual_KeeperSaveObox,qual_OverRun,qual_Throughball,qual_LastMan,qual_LowRight,qual_Blocked,qual_FirstTouch,qual_OutfielderBlock,qual_OutOfBoxDeepRight,qual_LowCentre,qual_Collected,qual_DivingSave,qual_BlockedCross,qual_FromCorner,qual_KeeperSaveInTheBox,qual_LeadingToGoal,qual_PlayerCaughtOffside,qual_IndirectFreekickTaken,qual_Yellow,qual_Volley,qual_ThrowinSetPiece,qual_MissHigh,qual_PlayerPosition,qual_JerseyNumber,qual_FormationSlot,qual_InvolvedPlayers,qual_TeamFormation,qual_TeamPlayerFormation,qual_CaptainPlayerId,qual_HighClaim,qual_LowLeft,qual_HighLeft,qual_SmallBoxCentre,qual_IntentionalGoalAssist,qual_FastBreak,qual_ParriedDanger,qual_SmallBoxLeft,qual_Feet,qual_KeeperSaveInSixYard
2,1,Algeria,Jordan,2026-06-23,1953893,2945262701.0,673,54,51.0,966,69.4,26.7,60,"{'value': 2, 'displayName': 'SecondHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '56.1'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '49.7'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '21.0'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.30'}]","[91, 119, 117, 30, 35, 37, 216, 218]",True,477985.0,56.1,49.7,,,,,,,,,,Algeria,Ibrahim Maza,Pass,Successful,2,SecondHalf,Center,56.1,49.7,21.0,2.30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1,Algeria,Jordan,2026-06-23,1953893,2945262703.0,674,54,57.0,966,61.2,55.1,60,"{'value': 2, 'displayName': 'SecondHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '62.4'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '66.7'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '8.0'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.41'}]","[91, 119, 117, 30, 36, 37, 216, 218]",True,288892.0,62.4,66.7,,,,,,,,,,Algeria,Ramy Bensebaini,Pass,Successful,2,SecondHalf,Center,62.4,66.7,8.0,1.41,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1,Algeria,Jordan,2026-06-23,1953893,2945262705.0,675,54,59.0,966,62.5,62.7,60,"{'value': 2, 'displayName': 'SecondHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '59.9'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '35.7'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '18.6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.56'}]","[91, 119, 117, 30, 35, 38, 216, 218]",True,444725.0,59.9,35.7,,,,,,,,,,Algeria,Farès Chaïbi,Pass,Successful,2,SecondHalf,Center,59.9,35.7,18.6,4.56,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1,Algeria,Jordan,2026-06-23,1953893,2945262707.0,676,55,1.0,966,59.9,35.7,61,"{'value': 2, 'displayName': 'SecondHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '62.4'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '43.3'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '5.8'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.10'}]","[91, 119, 117, 30, 36, 37, 216, 218]",True,90115.0,62.4,43.3,,,,,,,,,,Algeria,Aïssa Mandi,Pass,Successful,2,SecondHalf,Center,62.4,43.3,5.8,1.10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1,Algeria,Jordan,2026-06-23,1953893,2945262709.0,677,55,2.0,966,62.4,43.3,61,"{'value': 2, 'displayName': 'SecondHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '69.6'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '7.1'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '25.8'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.01'}]","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,137521.0,69.6,7.1,,,,,,,,,,Algeria,Nabil Bentaleb,Pass,Successful,2,SecondHalf,Right,69.6,7.1,25.8,5.01,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1,Algeria,Jordan,2026-06-23,1953893,2945262711.0,678,55,6.0,966,69.2,8.8,61,"{'value': 2, 'displayName': 'SecondHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '68.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '29.2'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '13.9'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.64'}]","[91, 119, 117, 30, 205, 35, 37, 217, 218]",True,104749.0,68.3,29.2,,,,,,,,,,Algeria,Riyad Mahrez,Pass,Successful,2,SecondHalf,Center,68.3,29.2,13.9,1.64,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1,Algeria,Jordan,2026-06-23,1953893,2945262715.0,679,55,7.0,966,68.3,29.2,61,"{'value': 2, 'displayName': 'SecondHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '82.7'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '13.5'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '18.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.67'}]","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,137521.0,82.7,13.5,,,,,,,,,,Algeria,Nabil Bentaleb,Pass,Successful,2,SecondHalf,Right,82.7,13.5,18.5,5.67,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1,Algeria,Jordan,2026-06-23,1953893,2945262717.0,680,55,11.0,966,84.6,11.1,61,"{'value': 2, 'displayName': 'SecondHalf'}","{'value': 50, 'displayName': 'Dispossessed'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '414'}, {'type': {'value': 286, 'displayName': 'Offensive'}}]","[91, 70]",True,486753.0,,,,,,,,,,,,Algeria,Rafik Belghali,Dispossessed,Successful,2,SecondHalf,Right,False,False,False,False,False,414,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1,Algeria,Jordan,2026-06-23,1953893,2945262719.0,414,55,11.0,1489,15.4,88.8,61,"{'value': 2, 'displayName': 'SecondHalf'}","{'value': 7, 'displayName': 'Tackle'}","{'value': 0, 'displayName': 'Unsuccessful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '680'}, {'type': {'value': 285, 'displayName': 'Defensive'}}]","[91, 142]",True,505337.0,,,,,,,,,,,,Jordan,Mohannad Abu Taha,Tackle,Unsuccessful,2,SecondHalf,Back,False,False,False,False,False,680,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1,Algeria,Jordan,2026-06-23,1953893,2945262721.0,681,55,13.0,966,77.4,13.5,61,"{'value': 2, 'displayName': 'SecondHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '68.4'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '27.0'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '13.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.37'}]","[91, 119, 117, 30, 205, 35, 37, 217, 218]",True,486753.0,68.4,27.0,,,,,,,,,,Algeria,Rafik Belghali,Pass,Successful,2,SecondHalf,Center,68.4,27.0,13.2,2.37,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1,Algeria,Jordan,2026-06-23,1953893,2945262723.0,682,55,15.0,966,68.4,27.0,61,"{'value': 2, 'displayName': 'SecondHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '66.5'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '46.7'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '13.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.72'}]","[91, 119, 117, 30, 35, 37, 216, 218]",True,137521.0,66.5,46.7,,,,,,,,,,Algeria,Nabil Bentaleb,Pass,Successful,2,SecondHalf,Center,66.5,46.7,13.5,1.72,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
